,artistName,artistId,songName,songId,availableMarket,songPopularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,aritstPopularity,artistGenre
20,Disclosure,6nS5roXSAGhTGr34W6n7Et,Latch,1DunhgeZSEgWiIYbHqXl0c,"CA,MX,US",70.0,0.8036984352773827,0.7433694835176634,0.09090909090909091,0.7821533305404275,1.0,0.03225058004640371,0.04417206198638746,0.0,0.38845822566752797,0.9605110336817654,0.5820190177177104,70.0,"pop,reggae fusion"
21,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Creep,6b2oQwSGFkzsMtQruIWm2p,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",83.0,0.8392603129445234,0.5608289487812734,1.0,0.6780178346998624,1.0,0.029466357308584677,0.16925416997832954,2.166488794023479e-06,0.22767728969279355,0.5168408826945412,0.3934607177021756,80.0,"dance pop,edm,pop,post-teen pop,tropical house,uk dance,uk funky"
22,Radiohead Tribute Band,0ADkBHZhR2cVfANgK5gHQO,Creep,5FahOwrrzUZEoMp3qkH584,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",15.0,0.6472261735419631,0.6886073230967464,0.09090909090909091,0.7835298342210786,0.0,0.030626450116009278,0.06831071440588506,0.0,0.11570485213896067,0.4332171893147503,0.4020211435159068,84.0,"dance pop,neo mellow,piano rock,pop,pop rock"
23,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",74.0,0.3399715504978662,0.7734349833565983,0.8181818181818182,0.8604943443653122,1.0,0.0874709976798144,0.11073622471894141,0.0001152614727854856,0.9095607235142118,0.15331010452961674,0.5183513617372676,89.0,"modern rock,rock"
24,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,I Will Wait,0hm8rgOY17z7kQJlqGKbu7,"CA,US",71.0,0.17211948790896164,0.9366476967679587,0.09090909090909091,0.8620503920043092,1.0,0.15475638051044083,0.0010986744222450117,0.0,0.08354866494401378,0.15098722415795585,0.6153776971064616,79.0,"indie rock,modern rock,permanent wave,rock"
25,Blur,7MhMgCo0Bl0Kukl93PZbYS,Song 2 - 2012 Remaster,1FTSo4v6BOZH9QxKc3MbVM,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",76.0,0.9203413940256046,0.5855256093632557,0.0,0.648812017475612,1.0,0.13317865429234338,0.008340270148094287,8.697972251867661e-05,0.0,0.9570267131242741,0.34455100689249185,80.0,"dance pop,pop"
26,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IT,JO,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",76.0,0.7467994310099574,0.7541071620315687,0.09090909090909091,0.8126758034592136,1.0,0.030858468677494193,0.02609419675446936,0.001472785485592316,0.10565604364053979,0.5760743321718931,0.45082456441577345,89.0,"barbadian pop,dance pop,pop,post-teen pop,r&b,urban contemporary"
27,The White Stripes,4F84IBURUo98rz4r61KF70,Seven Nation Army,7i6r9KotUPQg3ozKKgEPIN,"CA,JP,MX,US",76.0,0.8762446657183499,0.3986900032213035,0.09090909090909091,0.5076306182296967,1.0,0.07378190255220418,0.4722935293573037,0.6499466382070437,0.08742463393626185,0.16144018583042974,0.3776644018739729,66.0,"indie pop,la indie,modern alternative rock,modern rock,rock,stomp pop"
28,The Karaoke Machine,1SpCo1CAtNQODuohiHGICI,Seven Nation Army (White Stripes Karaoke Tribute),5J0nPPJd5Yz2X1fzqkKISD,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",0.0,0.7354196301564723,0.6810909481370128,0.4545454545454546,0.8318271590160993,1.0,0.0419953596287703,0.05117331615134997,0.0,0.3942004019523399,0.8861788617886178,0.581708324135168,88.0,"dance pop,pop,post-teen pop"
29,The Retro Spectres,4ZULQheLrsg2TXuMYSkTzp,Seven Nation Army (Originally Performed by White Stripes) [Instrumental],51fivJ5ukaHydr3nHfLfQh,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",1.0,0.7453769559032716,0.6939761623536991,0.4545454545454546,0.7310431503979893,0.0,0.009744779582366588,0.15148979373887242,0.12273212379935966,0.08785529715762275,0.9999999999999999,0.45073462679977416,76.0,"indie pop,modern rock,pop,rock"
