genres
pop
dance pop
rap
pop rap
rock
hip hop
post-teen pop
uk pop
trap music
latin
edm
modern rock
tropical house
southern hip hop
reggaeton
latin pop
electropop
pop rock
album rock
post-grunge
tropical
mellow gold
alternative metal
soft rock
classic rock
neo mellow
permanent wave
r&b
electro house
folk-pop
nu metal
contemporary country
indie pop
hard rock
alternative rock
pop punk
indie rock
urban contemporary
indie folk
rock en espanol
underground hip hop
singer-songwriter
country road
gangster rap
country
canadian pop
grupera
atl hip hop
folk rock
viral pop
reggaeton flow
german hip hop
big room
k-pop
trap latino
latin alternative
art rock
indie poptimism
regional mexican
mexican pop
dance rock
latin rock
europop
new wave pop
french hip hop
australian pop
latin hip hop
banda
dfw rap
house
soul
indietronica
stomp and holler
trap francais
alternative r&b
new wave
garage rock
funk carioca
psychedelic rock
chamber pop
norteno
sertanejo universitario
hip pop
latin arena pop
metal
adult standards
boy band
progressive house
emo rap
vapor trap
roots rock
spanish pop
conscious hip hop
progressive electro house
modern country rock
neo soul
funk
blues-rock
folk
quiet storm
canadian hip hop
colombian pop
miami hip hop
chicago rap
indie soul
disco
regional mexican pop
italian hip hop
art pop
indie r&b
rap rock
lo-fi beats
motown
background music
swedish pop
new romantic
pop edm
new rave
rap metal
ranchera
glam rock
italian arena pop
punk
ccm
escape room
metropopolis
k-pop boy group
german pop
brostep
italian pop
piano rock
toronto rap
mpb
alternative dance
east coast hip hop
uk hip hop
country rock
screamo
pagode
argentine rock
cumbia
sertanejo
new americana
emo
electronica
hardcore hip hop
worship
deep pop r&b
christian music
j-pop
uk dance
g funk
dutch pop
brill building pop
sertanejo pop
world worship
focus
hoerspiel
hollywood
heartland rock
electronic trap
talent show
vapor soul
metalcore
sleep
indonesian pop
cali rap
dirty south rap
groove metal
brazilian hip hop
chillhop
rap conscient
opm
indie anthem-folk
acoustic pop
modern alternative rock
lgbtq+ hip hop
west coast rap
classic soul
dutch hip hop
francoton
dark trap
trap queen
glam metal
british invasion
detroit hip hop
new french touch
yacht rock
lounge
deep big room
turkish pop
baile pop
alternative hip hop
dance-punk
cantautor
melodic metalcore
soundtrack
outlaw country
calming instrumental
traditional country
nova mpb
desi pop
funk ostentacao
pop nacional
christian alternative rock
baroque pop
modern bollywood
trap argentino
funk metal
vocal jazz
country pop
atl trap
classical
brazilian rock
synthpop
k-pop girl group
freak folk
turkish rock
german cloud rap
mexican rock
scorecore
rock-and-roll
progressive rock
country rap
grime
argentine hip hop
new jack swing
melancholia
canadian contemporary r&b
german rock
otacore
deep tropical house
trap espanol
british soul
anthem worship
bolero
progressive metal
australian indie
britpop
mandopop
speed metal
bubblegum pop
protopunk
norwegian pop
dream pop
girl group
deep house
indiecoustica
filmi
lilith
grunge
j-rock
merseybeat
funk rock
r&b en espanol
chillwave
bass trap
bedroom pop
deep german hip hop
indie pop rap
downtempo
trip hop
anime
symphonic rock
australian dance
brazilian edm
danish pop
rockabilly
french pop
skate punk
compositional ambient
indie electro-pop
cumbia pop
reggae fusion
eurodance
trance
forro
comic
noise pop
industrial metal
show tunes
shimmer pop
salsa
power metal
mexican hip hop
latin viral pop
deep groove house
dancehall
modern blues rock
minnesota hip hop
dmv rap
nueva cancion
turkish hip hop
reggae
australian rock
bachata
country dawn
trap brasileiro
nc hip hop
bossa nova
bubblegum dance
candy pop
southern soul
spanish hip hop
nashville sound
uk contemporary r&b
socal pop punk
industrial rock
chanson
rock nacional
canadian rock
c-pop
indie garage rock
philly rap
nu jazz
australian hip hop
neo-psychedelic
bow pop
dutch urban
tech house
environmental
pop reggaeton
lo-fi
german techno
mexican indie
polish hip hop
trap soul
disco house
video game music
kleine hoerspiel
neo-classical
traditional folk
samba
nu gaze
spanish pop rock
deep underground hip hop
axe
tracestep
slow core
pinoy indie
panamanian pop
spanish rock
dutch rock
swedish electropop
redneck
texas country
christian rock
classic opm
indonesian indie
adoracao
complextro
partyschlager
duranguense
la indie
old school thrash
vapor twitch
thrash metal
french indie pop
new orleans rap
ska argentino
rap latina
post-screamo
progressive trance
korean pop
pixie
easy listening
etherpop
rock nacional brasileiro
movie tunes
corrido
red dirt
pop emo
jazz funk
german metal
post-punk
swedish urban
broadway
classic italian pop
german dance
madchester
jam band
irish rock
sufi
punk blues
hip house
southern rock
pittsburgh rap
country gospel
dutch house
alternative country
filter house
afropop
catstep
scandipop
la pop
rock gaucho
latin worship
brazilian gospel
post-disco
cumbia villera
neon pop punk
minimal techno
anti-folk
pinoy rock
italian alternative
electric blues
latin christian
finnish dance pop
christian pop
jazz
baton rouge rap
cool jazz
french rock
acid jazz
industrial
polish trap
vocal house
anime rock
deep new americana
modern blues
trap italiana
rap conciencia
neue deutsche harte
moombahton
bebop
drill
swedish hip hop
power pop
canadian singer-songwriter
classic canadian rock
french indietronica
florida rap
japanese r&b
roots reggae
swedish gangsta rap
turkish trap
wrestling
chilean rock
antiviral pop
big beat
swedish alternative rock
children's music
electro latino
finnish pop
ninja
alternative emo
uk drill
mariachi
belgian edm
memphis hip hop
jazz fusion
nu disco
bass house
reggae en espanol
taiwan pop
deep euro house
tejano
rap napoletano
sheffield indie
shiver pop
nyc rap
dominican pop
contemporary post-bop
celtic rock
classic swedish pop
afro dancehall
deep regional mexican
nigerian pop
post-metal
experimental rock
cantopop
danish hip hop
drum and bass
uplifting trance
rawstyle
traprun
canadian indie
schlager
ska
microhouse
meme rap
jazz blues
thai pop
korean r&b
belgian hip hop
latin jazz
uk funky
argentine indie
fourth world
crunk
classify
reading
memphis soul
australian electropop
swing
brazilian reggae
anthem emo
melodic hardcore
electro
stoner rock
nyc pop
uk alternative pop
uk alternative hip hop
modern reggae
canadian metal
neo-synthpop
epicore
turkish folk
channel pop
danspunk
nz pop
norwegian indie
funk das antigas
ska punk
irish singer-songwriter
nu-cumbia
k-hop
houston rap
german indie
west coast trap
pop house
aussietronica
hawaiian hip hop
blues
post-hardcore
liquid funk
shoegaze
english indie rock
cumbia sonidera
new age
oxford indie
melbourne bounce international
punjabi pop
chamber psych
cumbia chilena
reggae rock
world
gruperas inmortales
uk metalcore
rap dominicano
neo-singer-songwriter
spanish indie pop
canadian electronic
polish pop
turkish jazz
arkansas country
lullaby
finnish hip hop
melodic death metal
progressive bluegrass
old school hip hop
venezuelan hip hop
jazz boom bap
boogaloo
soul jazz
electro swing
australian psych
early music
swedish eurodance
indie jazz
hardstyle
latin talent show
modern salsa
k-indie
anime score
russian hip hop
disney
swedish metal
trova
uk post-punk
j-idol
baroque
flamenco
death metal
doo-wop
white noise
arabesk
gothic metal
deep ccm
hard bop
mambo
neo classical metal
soul blues
british singer-songwriter
hamburg hip hop
suomi rock
folk brasileiro
new jersey rap
deep melodic euro house
christian hip hop
cowboy western
iskelma
dub
healing
euphoric hardstyle
r&b brasileiro
neo r&b
gauze pop
early romantic era
swedish synthpop
vallenato
operatic pop
classical era
chilean indie
azontobeats
malaysian pop
british blues
dreamo
lovers rock
israeli pop
albanian hip hop
bedroom soul
basshall
uk americana
cumbia ranchera
turntablism
eurovision
smooth jazz
celtic
thai idol
canadian punk
german soundtrack
chicano rap
brooklyn indie
modern hard rock
russelater
indie surf
canadian folk
french reggae
j-rap
teen pop
deep turkish pop
dembow
piano cover
japanese alternative rock
sunshine pop
ambient
jawaiian
australian alternative rock
chillstep
noise rock
classic schlager
coverchill
ska mexicano
argentine reggae
perreo
future house
japanese chillhop
pop argentino
belgian dance
nigerian hip hop
j-poprock
experimental
ambient worship
desi hip hop
birmingham metal
late romantic era
indie punk
sky room
hyphy
meditation
christian indie
pop romantico
spanish new wave
japanese city pop
deathcore
alternative pop rock
stoner metal
zolo
canadian country
hardcore punk
nederpop
chicago drill
rumba
intelligent dance music
zapstep
electra
gospel
scottish rock
musica de fondo
spanish punk
deep pop edm
trancecore
belgian pop
viking metal
nwobhm
garage psych
roots worship
gothic symphonic metal
chinese indie
turbo folk
melbourne bounce
visual kei
portuguese pop
australian reggae fusion
stomp pop
torch song
post-rock
northern soul
uk dancehall
swedish idol pop
hi-nrg
tamil pop
trap chileno
chill guitar
eau claire indie
hardcore techno
hopebeat
rhythm and blues
rock cristiano
brega funk
sleaze rock
gymcore
canadian pop punk
philly indie
latin afrobeat
float house
italian underground hip hop
djent
detroit trap
diva house
minimal tech house
